cliente_id,credit_aprobado,línea_credito_potencial
428,0.0,863544.6167
429,1.0,0.0
430,1.0,459090.44399999996
432,1.0,298230.708
433,1.0,968929.788
441,0.0,481739.1748
442,0.0,587298.7895
444,0.0,340802.6032
448,0.0,0.0
449,0.0,0.0
450,0.0,307499.1662
451,0.0,551895.1383
453,0.0,326266.47109999997
459,0.0,438186.177
460,0.0,893526.2849
461,0.0,0.0
462,0.0,20064.377200000003
465,0.0,792642.5258
466,0.0,0.0
467,0.0,627488.4267000001
469,0.0,322528.6631
470,1.0,11659.488
474,0.0,383822.3412
476,1.0,1131153.888
478,0.0,611974.6853
479,0.0,986251.1529000001
481,0.0,474534.2388
485,0.0,965552.3139000001
488,0.0,883796.0863
489,0.0,960643.0574
490,0.0,517765.54150000005
492,1.0,864310.776
493,0.0,377063.00710000005
494,0.0,505812.53489999997
495,1.0,16398.936
497,0.0,318815.72130000003
501,1.0,463519.74
502,0.0,216751.6661
503,0.0,0.0
505,0.0,4602.0448
506,0.0,524159.9626
507,0.0,0.0
509,0.0,44101.902500000004
510,0.0,245614.4159
513,0.0,894078.6337
514,1.0,732266.34
515,0.0,714637.2867
517,0.0,387533.87909999996
523,0.0,608945.1398
524,0.0,526144.1379
527,0.0,357473.0572
529,1.0,266275.788
530,0.0,738494.7694
533,0.0,968939.5408
534,0.0,0.0
535,1.0,0.0
538,0.0,0.0
539,1.0,927539.1959999999
540,0.0,185378.2583
544,0.0,22004.8902
545,0.0,965576.4630000001
547,1.0,341172.80399999995
549,0.0,1000871.7917000001
551,1.0,0.0
552,0.0,648658.5923
557,0.0,0.0
559,0.0,561832.3566
565,0.0,0.0
566,0.0,336185.3983
567,0.0,39780.233700000004
568,0.0,0.0
571,0.0,896983.1513
575,1.0,434380.38
577,0.0,103553.69410000001
578,0.0,356261.0875
579,0.0,138389.0385
580,0.0,218114.9641
582,0.0,0.0
583,0.0,688361.2277
584,0.0,740090.6401
587,0.0,153609.2234
588,0.0,905441.8407
590,0.0,490094.90479999996
593,0.0,102880.115
594,0.0,913395.1968
595,0.0,308095.8136
596,1.0,1537.2
597,0.0,628685.8423
599,0.0,0.0
601,1.0,304194.36
606,0.0,429129.13330000004
608,0.0,0.0
610,0.0,920617.5654000001
614,0.0,135930.39549999998
617,0.0,137668.5045
620,0.0,363792.3545
621,0.0,506007.6063
623,0.0,835281.0090000001
625,0.0,969843.814
626,0.0,788705.5054
630,0.0,775133.5495999999
635,0.0,279228.3673
636,0.0,256482.6825
637,0.0,0.0
642,0.0,773429.2958
647,0.0,63339.1301
649,0.0,779122.8981000001
650,0.0,796573.0216000001
651,0.0,63300.437
653,1.0,373242.20399999997
655,0.0,0.0
657,0.0,516395.09270000004
658,0.0,450739.66900000005
661,0.0,256963.1294
663,0.0,57731.0546
665,0.0,168640.104
666,0.0,64663.7552
669,0.0,382940.288
670,0.0,0.0
671,0.0,378429.04219999997
674,0.0,103279.1559
675,0.0,936771.4953000001
679,0.0,1009254.0745999999
680,0.0,0.0
682,0.0,712457.9996
686,0.0,97414.91410000001
689,0.0,0.0
690,0.0,189711.835
693,0.0,139875.5767
695,0.0,703411.773
697,0.0,99255.7906
698,0.0,522767.0413
699,0.0,381534.85280000005
700,0.0,0.0
701,0.0,253527.3316
702,0.0,0.0
704,0.0,587476.1051
708,1.0,98552.496
709,1.0,234508.656
710,0.0,600406.9331
712,0.0,143174.4892
713,0.0,0.0
715,0.0,749256.0871
717,0.0,0.0
719,0.0,894954.2936
720,0.0,804232.902
724,0.0,0.0
725,0.0,0.0
730,0.0,192856.10640000002
731,1.0,769636.656
733,0.0,660864.2807
735,0.0,275602.9218
737,0.0,1002114.8391000001
738,0.0,850201.6986
741,1.0,790782.2399999999
742,0.0,765051.6387
743,0.0,135438.9194
745,0.0,0.0
746,0.0,0.0
753,0.0,827532.0769
754,1.0,28098.311999999998
755,0.0,20548.0157
757,0.0,324395.0219
759,0.0,937145.3468
760,0.0,544952.2165
761,0.0,0.0
762,0.0,900503.8699
775,0.0,609174.7128
776,0.0,0.0
780,0.0,261852.3172
781,1.0,639395.688
786,0.0,165265.04760000002
789,0.0,509120.2041
792,0.0,582738.791
794,0.0,558016.3644999999
796,0.0,946864.9101
798,0.0,0.0
799,0.0,466339.7654
800,0.0,176719.83130000002
804,0.0,0.0
807,0.0,100559.2562
808,1.0,1192218.828
809,0.0,405304.3443
810,0.0,336686.9845
811,1.0,0.0
812,0.0,434501.32330000005
813,0.0,0.0
817,0.0,0.0
818,0.0,1005068.473
819,0.0,80253.9637
830,0.0,593113.9857
838,0.0,0.0
839,0.0,0.0
841,0.0,0.0
844,0.0,914524.1142000001
845,0.0,0.0
846,1.0,105702.972
847,0.0,731928.8503
855,0.0,43795.266500000005
856,1.0,697110.5399999999
858,0.0,454572.2857
859,1.0,0.0
860,0.0,781478.4907999999
861,0.0,931994.8618999999
862,0.0,302210.3921
863,0.0,0.0
865,0.0,821136.666
866,0.0,0.0
870,0.0,153865.98559999999
871,0.0,0.0
872,0.0,0.0
873,0.0,0.0
874,0.0,126622.4476
875,0.0,0.0
876,0.0,938019.825
877,0.0,0.0
878,0.0,737892.5669999999
880,0.0,639404.0835
884,0.0,331664.70900000003
885,0.0,412899.4332
888,0.0,417415.59770000004
889,0.0,778369.529
890,0.0,970106.4039
893,0.0,984356.0798
894,0.0,983277.6018000001
895,0.0,887373.8699
896,0.0,273570.923
897,0.0,637594.7998
898,0.0,160116.7746
899,0.0,377330.0511
900,0.0,212807.2828
904,0.0,984818.2154000001
905,1.0,380398.428
906,0.0,111102.54520000001
922,0.0,0.0
907,0.0,797933.431
908,0.0,600421.1337
909,0.0,900522.5953
910,0.0,0.0
913,0.0,238989.937
915,0.0,26426.2965
916,0.0,637392.9513
918,0.0,143747.5531
925,0.0,405577.85229999997
926,0.0,432533.9645
927,0.0,85495.3486
928,1.0,599483.94
930,0.0,1004296.8733999999
931,0.0,915159.6668
934,0.0,979720.2505000001
937,0.0,496627.0293
939,0.0,0.0
941,0.0,801179.4902
942,1.0,1092296.6879999998
948,0.0,843719.2863
949,0.0,715398.2308
952,1.0,508189.16399999993
955,0.0,550161.1905
957,0.0,0.0
959,0.0,574941.5203000001
962,0.0,242904.3132
963,0.0,0.0
966,0.0,578292.5488
967,0.0,370251.7691
969,0.0,0.0
970,0.0,0.0
972,0.0,372922.14849999995
975,0.0,0.0
976,0.0,555816.5643000001
981,0.0,276996.6915
985,0.0,106771.6955
986,0.0,0.0
988,0.0,0.0
989,1.0,337494.384
990,0.0,832609.9630000001
991,1.0,135527.796
992,0.0,184892.9028
994,0.0,0.0
996,0.0,808093.4957
997,0.0,185294.2263
998,0.0,781246.8877000001
1015,0.0,15235.0925
1000,0.0,302064.3966
1004,0.0,776120.5014000001
1005,1.0,11086.104
1006,1.0,517411.74
1008,0.0,390052.2232
1009,0.0,0.0
1010,0.0,359529.6091
1011,0.0,0.0
1012,0.0,716880.7997
1016,0.0,59159.043099999995
1022,1.0,286126.35599999997
1024,0.0,308678.2806
1025,0.0,906185.736
1027,0.0,346986.2373
1028,0.0,0.0
1036,0.0,343047.65140000003
1038,0.0,560403.6813
1039,0.0,301419.4106
1045,0.0,387338.86830000003
1047,0.0,944610.8224
1051,0.0,994500.7723
1053,0.0,503448.6501
1056,0.0,479095.6109
1057,0.0,892357.7351
1060,0.0,556059.3380000001
1061,0.0,293982.9826
1062,1.0,592926.096
1063,0.0,395358.1168
1067,0.0,769056.8744999999
1068,0.0,875274.9384999999
1070,0.0,549887.9855000001
1071,1.0,41343.70799999999
1072,0.0,0.0
1073,0.0,0.0
1074,0.0,337442.56549999997
1077,0.0,560579.3203
1078,0.0,0.0
1080,0.0,768330.8158
1082,0.0,0.0
1083,0.0,0.0
1084,0.0,644053.4165
1085,1.0,67117.66799999999
1086,0.0,534888.0007999999
1089,1.0,333936.67199999996
1091,0.0,0.0
1094,0.0,440569.4841
1097,0.0,0.0
1099,0.0,338412.56950000004
1100,0.0,0.0
1102,0.0,837602.2415
1103,0.0,428852.6054
1107,0.0,757904.9493999999
1110,0.0,0.0
1113,0.0,329643.3253
1114,0.0,297880.6029
1117,0.0,84874.2693
1119,0.0,443942.4397
1122,0.0,402668.2443
1123,1.0,64133.568
1124,0.0,0.0
1126,0.0,0.0
1127,0.0,507945.5943
1128,1.0,341619.26399999997
1132,0.0,402723.2994
1133,0.0,599385.7827
1134,0.0,642514.6007
1135,0.0,0.0
1136,1.0,27578.411999999997
1137,0.0,411294.7149
1138,0.0,187529.1947
1141,0.0,830902.7499
1144,0.0,0.0
1145,0.0,661641.7888
1149,0.0,0.0
1150,0.0,737480.2749
1151,0.0,632455.7279
1152,1.0,0.0
1155,0.0,459245.06080000004
1157,0.0,0.0
1159,0.0,426886.701
1162,1.0,533976.384
1168,0.0,0.0
1169,0.0,869742.7746
1172,0.0,0.0
1174,0.0,0.0
1176,0.0,857830.6932
1177,1.0,1043300.9519999999
1178,1.0,0.0
1179,0.0,754235.9224
1180,0.0,90237.2481
1181,0.0,551558.0912
1182,0.0,364383.8206
1184,0.0,412947.93340000004
1187,0.0,0.0
1188,0.0,907574.7688
1189,0.0,189479.7673
1190,0.0,0.0
1193,0.0,503341.87289999996
1194,0.0,83097.03289999999
1196,1.0,108897.75600000001
1198,1.0,1191796.6199999999
1199,0.0,997238.044
1200,0.0,761311.5885
1203,1.0,522958.824
1204,0.0,893020.1638
1205,0.0,1006309.0257
1206,0.0,507808.3454
1207,0.0,548429.596
1212,0.0,136147.79799999998
1216,0.0,744948.326
1218,0.0,15342.920100000001
1219,0.0,76348.2836
1220,0.0,376296.9221
1222,0.0,880719.5354
1224,0.0,186112.5485
1225,0.0,923623.8304000001
1226,0.0,0.0
1227,0.0,978020.9456999999
1231,0.0,0.0
1232,0.0,0.0
1233,0.0,850410.0919
1234,0.0,639411.6181000001
1235,0.0,672308.1867000001
1239,1.0,249672.792
1240,0.0,421969.4352
1242,0.0,963324.9104
1243,1.0,987697.992
1247,0.0,0.0
1248,0.0,260159.9309
1249,0.0,528109.911
1253,1.0,201974.42399999997
1254,0.0,817342.3081
1258,0.0,11672.7922
1259,0.0,0.0
1265,0.0,763622.9836
1267,0.0,687465.1557
1268,0.0,0.0
1271,0.0,76083.0778
1273,0.0,0.0
1274,0.0,0.0
1275,0.0,678570.1261
1276,0.0,693570.4643000001
1282,0.0,0.0
1284,0.0,0.0
1285,0.0,0.0
1288,0.0,538309.7091000001
1291,1.0,934732.704
1293,0.0,297226.42590000003
1296,0.0,77610.7634
1299,0.0,0.0
1301,0.0,0.0
1304,0.0,372528.15760000004
1306,1.0,29808.791999999998
1307,0.0,496006.556
1309,0.0,837501.2617
1311,0.0,774439.9321
1312,1.0,1026049.692
1315,0.0,82294.67880000001
1319,1.0,74724.88799999999
1320,1.0,248310.97199999998
1321,0.0,384620.7664
1323,0.0,31836.513
1324,0.0,116652.43460000001
1326,1.0,0.0
1330,0.0,166240.7581
1334,1.0,944273.232
1336,0.0,123364.6825
1337,0.0,532469.9093
1338,1.0,719431.0199999999
1343,0.0,226303.2159
1344,0.0,226877.7241
1350,1.0,0.0
1354,0.0,0.0
1357,0.0,947157.3253
1358,0.0,496880.4282
1366,0.0,0.0
1367,0.0,0.0
1368,0.0,758177.7201
1369,0.0,359511.0857
1420,0.0,637653.8242
1374,0.0,249819.965
1377,0.0,0.0
1380,0.0,125280.7333
1381,0.0,997154.9513
1383,0.0,0.0
1387,0.0,971935.9078
1389,0.0,726574.4968999999
1391,0.0,332812.9275
1393,0.0,850978.025
1394,1.0,183334.356
1395,0.0,124700.20550000001
1398,0.0,0.0
1399,0.0,236363.0078
1400,0.0,865433.3167000001
1403,0.0,933007.5788
1404,1.0,267182.016
1406,0.0,873311.2763
1409,0.0,311493.7465
1411,0.0,250591.7666
1412,0.0,351128.3281
1413,0.0,0.0
1415,0.0,595289.8084999999
1417,0.0,0.0
1418,0.0,125836.0313
1421,1.0,0.0
1422,0.0,430035.8103
1424,0.0,372183.44460000005
1427,0.0,422663.0123
1428,0.0,390630.9835
1431,0.0,269180.90750000003
1432,0.0,293590.22390000004
1433,0.0,0.0
1435,0.0,910704.7992
1436,0.0,186594.3387
1437,0.0,311403.3212
1439,0.0,0.0
1444,0.0,538579.0155000001
1446,0.0,0.0
1452,0.0,394526.49289999995
1453,0.0,0.0
1455,0.0,0.0
1456,0.0,806986.9498
1458,0.0,66104.904
1460,0.0,123136.0589
1461,0.0,0.0
1463,1.0,200069.724
1467,0.0,855853.194
1468,0.0,982311.4661
1471,0.0,868175.9212
1472,0.0,151298.5252
1475,0.0,742873.887
1476,0.0,298526.23530000006
1477,1.0,985324.956
1478,0.0,873288.2887
1481,0.0,658157.0262
1482,1.0,879780.804
1483,0.0,755345.872
1486,0.0,0.0
1488,0.0,788369.8218
1490,0.0,1004073.7846
1491,0.0,0.0
1492,0.0,610079.5819
1493,0.0,298625.3668
1494,0.0,0.0
1495,0.0,766496.0599
1499,0.0,0.0
1501,0.0,0.0
1502,0.0,391301.56289999996
1504,0.0,465435.30030000006
1507,0.0,204027.3831
1510,0.0,211146.1863
1511,0.0,0.0
1513,0.0,24735.7383
1514,0.0,0.0
1516,0.0,101305.56539999999
1519,0.0,776595.0094999999
1520,0.0,645340.5908
1522,0.0,0.0
1523,1.0,576514.428
1524,0.0,0.0
1527,0.0,0.0
1528,0.0,959293.6671
1530,0.0,587111.4951000001
1531,0.0,905955.5974
1532,0.0,945068.0393000001
1534,1.0,1043342.22
1537,0.0,530248.5355
1539,0.0,656541.3494
1543,0.0,749444.4521
1544,0.0,952824.0919
1546,0.0,225140.28170000002
1549,0.0,723115.661
1551,0.0,0.0
1553,0.0,84490.4592
1555,0.0,34597.752
1556,0.0,0.0
1558,0.0,0.0
1559,0.0,299327.68039999995
1560,0.0,0.0
1608,1.0,455072.97599999997
1562,0.0,0.0
1563,0.0,421323.69169999997
1564,0.0,557969.7025
1565,0.0,575432.6227000001
1566,0.0,0.0
1568,0.0,757285.9608
1570,1.0,39595.668
1574,0.0,418792.2681
1578,0.0,654961.1741000001
1579,0.0,802300.8326
1583,1.0,501648.132
1584,0.0,413948.5
1585,0.0,63729.4446
1587,0.0,604805.6144
1588,0.0,0.0
1589,0.0,70186.5968
1594,0.0,294067.5095
1596,0.0,936988.9079
1597,0.0,0.0
1600,0.0,0.0
1601,0.0,361081.8276
1603,0.0,319052.6471
1605,1.0,601503.8759999999
1607,0.0,0.0
1610,0.0,417613.7395
1612,0.0,452663.5473
1615,0.0,270276.9292
1621,0.0,504226.17840000003
1622,1.0,573911.6159999999
1623,1.0,656963.736
1625,0.0,449617.8014
1630,0.0,259838.1954
1634,0.0,937866.1535
1635,0.0,560363.9277
1636,0.0,0.0
1638,0.0,809180.1648
1639,0.0,777775.75
1643,0.0,0.0
1644,0.0,976301.6832999999
1649,0.0,0.0
1651,1.0,741483.336
1653,0.0,0.0
1654,0.0,1008123.2180000001
1657,0.0,906732.0248
1658,0.0,702263.8979000001
1659,1.0,96116.364
1667,0.0,122061.3381
1671,0.0,659921.274
1674,0.0,989612.9783
1675,0.0,527832.6862
1676,0.0,235387.2569
1679,0.0,0.0
1684,0.0,509012.0836
1685,1.0,263795.508
1686,0.0,790222.7981
1690,0.0,746525.8147
1693,0.0,192985.5076
1695,1.0,1053242.3639999998
1696,0.0,429527.0026
1697,0.0,0.0
1698,0.0,0.0
1701,0.0,0.0
1702,0.0,984556.4234
1703,1.0,0.0
1707,0.0,65583.9561
1708,0.0,0.0
1712,0.0,942559.3609
1713,0.0,536144.7640000001
1716,0.0,205096.2863
1721,0.0,814005.4095
1723,0.0,687514.7871
1724,0.0,159853.6696
1728,0.0,662439.103
1730,0.0,486266.8533
1734,0.0,0.0
1735,1.0,474801.28799999994
1737,0.0,212367.26619999998
1739,1.0,1095865.404
1743,0.0,355491.9422
1744,0.0,0.0
1746,1.0,346237.74
1749,0.0,836167.9809
1750,1.0,1023639.8999999999
1757,0.0,580913.9634
1760,0.0,778196.3039
1761,0.0,97857.10220000001
1764,0.0,0.0
1765,0.0,363796.5258
1769,0.0,92319.76710000001
1770,0.0,651795.7431999999
1774,0.0,845852.0225
1777,0.0,143862.7436
1778,0.0,516946.3608
1780,0.0,991220.161
1781,0.0,414003.5551
1791,1.0,866461.7399999999
1792,0.0,0.0
1793,0.0,592090.4920999999
1794,1.0,310350.024
1797,0.0,998082.2929
1799,0.0,697428.3108
1800,0.0,0.0
1801,0.0,0.0
1804,0.0,79518.5625
1805,0.0,730769.6934999999
1806,0.0,118649.2854
1808,1.0,904900.4639999999
1811,0.0,512200.9667
1814,0.0,0.0
1815,0.0,401924.99539999996
1818,0.0,208026.771
1819,0.0,920107.8992000001
1820,0.0,294153.9655
1822,0.0,316422.3546
1824,0.0,766326.7031
1827,0.0,0.0
1828,0.0,275587.7415
1832,1.0,0.0
1833,0.0,0.0
1834,0.0,245586.7924
1835,0.0,189811.3806
1838,1.0,0.0
1844,1.0,34453.116
1845,0.0,0.0
1846,0.0,743889.0986
1849,0.0,0.0
1851,0.0,619131.4039
1852,1.0,1117288.764
1854,0.0,0.0
1856,0.0,822154.0087
1857,0.0,467792.30700000003
1858,0.0,0.0
1859,0.0,492888.5446
1861,0.0,361208.99669999996
1862,0.0,745828.5107
1865,0.0,331705.1999
1867,1.0,935601.804
1869,0.0,733906.2889
1870,0.0,675495.676
1872,0.0,538493.0948
1873,0.0,636561.5597
1874,0.0,315064.8035
1875,1.0,764888.0519999999
1881,0.0,771827.7893000001
1884,0.0,0.0
1890,0.0,702133.3857
1896,1.0,0.0
1898,0.0,7093.6643
1901,0.0,700901.0241
1907,0.0,0.0
1910,1.0,739641.576
1912,0.0,100520.2601
1913,0.0,524674.295
1915,0.0,236857.41290000002
1916,0.0,274813.4856
1917,0.0,315209.2638
1919,0.0,513247.3368
1924,0.0,844537.4974
1928,1.0,762093.6839999999
1930,0.0,357385.1468
1933,0.0,0.0
1935,0.0,558066.6726
1939,0.0,239069.1715
1940,0.0,45162.9479
1941,0.0,939979.326
1944,0.0,0.0
1947,0.0,0.0
1950,0.0,906372.9395
1951,0.0,50518.9577
1953,0.0,144430.05049999998
1954,0.0,459112.00340000005
1960,1.0,0.0
1963,0.0,887016.2390000001
1964,0.0,433706.6654
1965,0.0,60114.604100000004
1968,0.0,343952.5205
1972,1.0,887837.0160000001
1975,0.0,55682.8554
1978,0.0,628978.2474
1979,0.0,192685.25480000002
1982,0.0,854887.4219
1983,0.0,542190.2301
1984,0.0,0.0
1986,0.0,966130.3268
1987,0.0,410222.9231
1988,0.0,396002.7392
1990,1.0,392965.41599999997
1991,0.0,0.0
1994,0.0,107063.4946
1995,0.0,335477.96400000004
1997,0.0,0.0
2000,1.0,639353.16
2001,0.0,0.0
2002,0.0,618017.3032
2005,0.0,980704.0713000001
2006,1.0,589090.176
2007,1.0,806357.436
2008,0.0,219724.73239999998
2011,0.0,0.0
2012,0.0,561772.2515
2013,0.0,688520.9794
2014,1.0,102872.53199999999
2015,0.0,545167.9828
2018,0.0,548861.0983
2019,0.0,125760.2005
2021,0.0,670095.1958999999
2022,0.0,603517.7129
2023,0.0,947893.4234
2024,0.0,563547.1447
2025,0.0,369312.358
2026,0.0,0.0
2027,0.0,743211.934
2029,0.0,0.0
2031,0.0,292607.7262
2033,0.0,0.0
2034,0.0,800366.8744999999
2041,0.0,556073.0942
2043,0.0,303737.52219999995
2044,0.0,814238.3256000001
2048,0.0,921077.6103000001
2049,1.0,66269.916
2051,0.0,0.0
2056,0.0,229990.5744
2058,0.0,362655.8924
2059,0.0,0.0
2060,0.0,351760.19419999997
2061,1.0,582713.244
2062,0.0,0.0
2064,0.0,0.0
2065,0.0,0.0
2067,0.0,715875.1326
2068,0.0,876660.4363000001
2069,0.0,0.0
2071,0.0,48554.0633
2072,1.0,471169.824
2073,0.0,0.0
2074,1.0,894814.788
2075,0.0,0.0
2077,0.0,959960.0853
2078,1.0,257345.34
2080,0.0,1009832.4612
2082,0.0,677895.133
2085,0.0,899213.4737
2087,0.0,287755.9387
2088,0.0,692737.2042
2090,0.0,855201.3703000001
2094,1.0,769421.9160000001
2095,0.0,332874.61830000003
2099,1.0,968074.2959999999
2102,1.0,0.0
2103,0.0,685546.8223
2104,0.0,0.0
2107,0.0,499907.3376
2108,0.0,171292.45489999998
2110,0.0,736687.8592000001
2111,1.0,854834.6279999999
2119,1.0,0.0
2121,0.0,746697.7672
2124,0.0,0.0
2129,0.0,197573.4629
2130,0.0,0.0
2131,0.0,0.0
2132,0.0,212451.8436
2134,1.0,642772.392
2137,0.0,0.0
2139,1.0,561373.5719999999
2141,0.0,1008013.4007
2144,1.0,690652.104
2149,1.0,402398.58
2150,0.0,0.0
2151,0.0,282179.7489
2154,0.0,354463.9541
2155,0.0,0.0
2156,0.0,641966.0192000001
2159,1.0,1167463.416
2160,1.0,421094.89199999993
2161,0.0,862759.1599
2165,0.0,900436.1897999999
2166,0.0,413270.0426
2169,0.0,283143.6222
2171,0.0,91912.6563
2172,0.0,20468.1146
2173,0.0,31937.2807
2174,0.0,0.0
2175,0.0,501100.68289999996
2176,0.0,216176.0671
2178,0.0,872434.5963
2182,0.0,308957.4547
2186,0.0,784780.908
2187,0.0,848583.7897
2192,0.0,959280.7795
2195,0.0,409506.7725
2196,0.0,761519.7394
2197,0.0,862854.8675
2198,0.0,297315.25539999997
2199,1.0,441607.452
2200,0.0,956922.8638
2201,0.0,537414.8794
2203,0.0,671589.7939
2207,0.0,46916.621
2210,0.0,0.0
2212,0.0,0.0
2213,0.0,0.0
2214,0.0,71689.7596
2219,0.0,663613.6420999999
2221,1.0,1003879.1399999999
2222,0.0,253071.7812
2225,0.0,774870.6971
2229,0.0,624886.9697
2231,0.0,868183.7992
2232,0.0,315321.1415
2233,0.0,144714.3756
2235,0.0,385920.1617
2240,0.0,969200.3733
2243,0.0,414137.7639
2244,1.0,0.0
2247,1.0,0.0
2248,1.0,401627.412
2251,0.0,0.0
2252,0.0,147934.09399999998
2253,0.0,649468.9658
2259,0.0,784854.7794
2262,0.0,0.0
2263,0.0,0.0
2264,0.0,247399.03540000002
2268,0.0,0.0
2269,1.0,487197.144
2271,0.0,43110.2138
2272,0.0,0.0
2273,1.0,395812.728
2275,0.0,972354.7649
2276,0.0,58576.0812
2280,0.0,231474.24420000002
2281,0.0,34394.1057
2284,0.0,741722.1941000001
2285,0.0,661200.237
2287,0.0,531059.9998
2288,0.0,0.0
2289,0.0,924838.6079000001
2290,0.0,0.0
2296,1.0,597146.304
2297,0.0,0.0
