"id_cliente","saldo_promedio","tipo_cuenta","total_depositos"
22229,"84599.990000000000","Ahorro","2"
22251,"840213.420000000000","Ahorro","2"
22259,"107211.310000000000","Ahorro","2"
22265,"974603.130000000000","Ahorro","3"
22304,"945359.630000000000","Ahorro","3"
22349,"363179.090000000000","Ahorro","2"
22350,"604281.430000000000","Ahorro","2"
22425,"936853.460000000000","Ahorro","2"
22499,"860286.380000000000","Ahorro","2"
22612,"783947.070000000000","Ahorro","2"
22671,"12582.3200000000000000","Ahorro","2"
22705,"348389.370000000000","Ahorro","2"
22818,"382655.270000000000","Ahorro","3"
22851,"500335.830000000000","Ahorro","2"
22945,"413836.960000000000","Ahorro","2"
23281,"28356.690000000000","Ahorro","2"
23399,"482935.360000000000","Ahorro","3"
23538,"863100.320000000000","Ahorro","2"
23585,"225036.550000000000","Ahorro","2"
23716,"770523.030000000000","Ahorro","2"
23717,"97263.720000000000","Ahorro","2"
23806,"568252.300000000000","Ahorro","2"
23978,"349185.460000000000","Ahorro","3"
24074,"597897.420000000000","Ahorro","2"
24120,"572276.500000000000","Ahorro","2"
24133,"3754.7200000000000000","Ahorro","2"
24185,"794267.450000000000","Ahorro","2"
24434,"473706.180000000000","Ahorro","2"
24506,"116756.920000000000","Ahorro","3"
24533,"136054.150000000000","Ahorro","2"
24564,"802051.880000000000","Ahorro","2"
24636,"256822.780000000000","Ahorro","2"
24778,"708261.240000000000","Ahorro","2"
24850,"637632.250000000000","Ahorro","2"
25007,"779378.430000000000","Ahorro","2"
25025,"232043.730000000000","Ahorro","2"
25058,"266457.550000000000","Ahorro","2"
25155,"149556.620000000000","Ahorro","3"
25212,"149336.580000000000","Ahorro","2"
25249,"312408.120000000000","Ahorro","2"
25265,"353171.640000000000","Ahorro","2"
25423,"704417.420000000000","Ahorro","2"
25472,"48836.960000000000","Ahorro","2"
25509,"515645.300000000000","Ahorro","2"
25570,"410558.610000000000","Ahorro","2"
25575,"236908.720000000000","Ahorro","2"
25582,"139516.530000000000","Ahorro","2"
25584,"944431.220000000000","Ahorro","2"
25602,"791723.800000000000","Ahorro","2"
25806,"553347.750000000000","Ahorro","3"
25913,"678016.710000000000","Ahorro","2"
25930,"233603.680000000000","Ahorro","2"
26036,"942854.110000000000","Ahorro","2"
26065,"610740.070000000000","Ahorro","2"
26235,"93289.140000000000","Ahorro","2"
26299,"908831.220000000000","Ahorro","2"
26385,"595739.180000000000","Ahorro","2"
26560,"32915.890000000000","Ahorro","2"
26576,"863254.780000000000","Ahorro","3"
26791,"893761.110000000000","Ahorro","2"
26872,"670992.840000000000","Ahorro","2"
26921,"8783.1200000000000000","Ahorro","2"
26926,"883662.720000000000","Ahorro","2"
26927,"90729.870000000000","Ahorro","2"
27012,"525961.170000000000","Ahorro","3"
27031,"602449.760000000000","Ahorro","2"
27038,"507482.530000000000","Ahorro","3"
27052,"133739.890000000000","Ahorro","2"
27116,"763682.030000000000","Ahorro","2"
27141,"876273.810000000000","Ahorro","3"
27217,"507962.020000000000","Ahorro","2"
27267,"82544.230000000000","Ahorro","2"
27286,"733969.000000000000","Ahorro","2"
27420,"824205.360000000000","Ahorro","2"
27441,"114959.880000000000","Ahorro","3"
27496,"366698.020000000000","Ahorro","2"
27679,"621803.380000000000","Ahorro","2"
27718,"194809.540000000000","Ahorro","2"
27858,"988984.470000000000","Ahorro","3"
27923,"5503.2700000000000000","Ahorro","2"
27945,"228164.040000000000","Ahorro","2"
27966,"754299.050000000000","Ahorro","2"
28052,"315283.360000000000","Ahorro","2"
28094,"714275.060000000000","Ahorro","2"
28415,"610686.860000000000","Ahorro","2"
28440,"242477.760000000000","Ahorro","2"
28462,"585932.070000000000","Ahorro","2"
28594,"623402.090000000000","Ahorro","3"
28605,"561438.030000000000","Ahorro","2"
28627,"890168.990000000000","Ahorro","2"
28683,"511675.930000000000","Ahorro","2"
28702,"738349.420000000000","Ahorro","3"
28734,"819158.460000000000","Ahorro","2"
28833,"179299.250000000000","Ahorro","2"
28887,"731493.270000000000","Ahorro","2"
28907,"203258.040000000000","Ahorro","2"
29018,"730328.720000000000","Ahorro","2"
29233,"294072.470000000000","Ahorro","3"
29250,"34571.690000000000","Ahorro","2"
29267,"407845.320000000000","Ahorro","2"
29386,"361546.010000000000","Ahorro","2"
29462,"998801.610000000000","Ahorro","2"
29497,"826775.310000000000","Ahorro","2"
29529,"710774.080000000000","Ahorro","2"
29570,"203524.660000000000","Ahorro","2"
29643,"199678.230000000000","Ahorro","2"
29810,"985531.490000000000","Ahorro","3"
29831,"983893.090000000000","Ahorro","2"
29928,"768737.720000000000","Ahorro","2"
30146,"294890.710000000000","Ahorro","2"
30190,"701825.340000000000","Ahorro","2"
30209,"101128.750000000000","Ahorro","2"
30556,"605204.290000000000","Ahorro","2"
30604,"667994.600000000000","Ahorro","2"
30665,"710597.280000000000","Ahorro","2"
30684,"877200.440000000000","Ahorro","2"
30708,"425785.330000000000","Ahorro","2"
30710,"161826.440000000000","Ahorro","2"
30794,"148486.480000000000","Ahorro","2"
30991,"414070.020000000000","Ahorro","2"
31065,"212522.410000000000","Ahorro","2"
31097,"211280.260000000000","Ahorro","2"
31124,"990856.310000000000","Ahorro","2"
31307,"308434.040000000000","Ahorro","2"
31312,"676275.750000000000","Ahorro","2"
31318,"150136.580000000000","Ahorro","2"
31324,"176072.240000000000","Ahorro","2"
31386,"68113.890000000000","Ahorro","2"
31462,"61052.610000000000","Ahorro","2"
31522,"276473.180000000000","Ahorro","2"
31766,"322060.310000000000","Ahorro","2"
31782,"45676.300000000000","Ahorro","2"
31832,"191730.760000000000","Ahorro","2"
31843,"520615.640000000000","Ahorro","2"
32075,"966167.960000000000","Ahorro","2"
32206,"680050.010000000000","Ahorro","2"
32435,"371010.800000000000","Ahorro","2"
32517,"733374.230000000000","Ahorro","2"
32558,"989894.830000000000","Ahorro","2"
32658,"507791.150000000000","Ahorro","2"
32688,"508626.230000000000","Ahorro","2"
32767,"727247.080000000000","Ahorro","2"
32782,"357229.700000000000","Ahorro","2"
32918,"90570.150000000000","Ahorro","2"
33001,"347148.800000000000","Ahorro","2"
33057,"69015.310000000000","Ahorro","3"
33176,"263204.290000000000","Ahorro","2"
33299,"591871.120000000000","Ahorro","3"
33340,"239929.310000000000","Ahorro","2"
33374,"545024.090000000000","Ahorro","2"
33410,"116559.670000000000","Ahorro","2"
33426,"308913.380000000000","Ahorro","2"
33450,"911618.630000000000","Ahorro","2"
33533,"549790.850000000000","Ahorro","3"
33554,"578402.790000000000","Ahorro","2"
33575,"961283.710000000000","Ahorro","2"
33691,"618392.420000000000","Ahorro","2"
34020,"4093.8000000000000000","Ahorro","2"
34177,"347044.160000000000","Ahorro","2"
34194,"987960.600000000000","Ahorro","2"
34339,"848891.710000000000","Ahorro","2"
34609,"814735.120000000000","Ahorro","4"
34641,"901803.360000000000","Ahorro","2"
34653,"258575.700000000000","Ahorro","2"
34747,"946566.380000000000","Ahorro","3"
34773,"929730.550000000000","Ahorro","3"
34813,"218656.580000000000","Ahorro","2"
34841,"415458.970000000000","Ahorro","2"
34890,"165556.350000000000","Ahorro","2"
34999,"698384.530000000000","Ahorro","2"
35022,"940194.210000000000","Ahorro","2"
35040,"179781.240000000000","Ahorro","2"
35125,"823231.240000000000","Ahorro","2"
35179,"43814.410000000000","Ahorro","2"
35196,"921043.190000000000","Ahorro","2"
35206,"278937.840000000000","Ahorro","2"
35247,"289707.760000000000","Ahorro","2"
35251,"700150.650000000000","Ahorro","2"
35318,"561208.910000000000","Ahorro","2"
35389,"977005.470000000000","Ahorro","2"
35397,"765049.190000000000","Ahorro","2"
35461,"508957.410000000000","Ahorro","2"
35581,"202366.810000000000","Ahorro","2"
35625,"485875.790000000000","Ahorro","2"
35668,"615206.650000000000","Ahorro","2"
35849,"906749.930000000000","Ahorro","2"
35955,"53821.250000000000","Ahorro","2"
36018,"292446.370000000000","Ahorro","2"
36103,"67396.940000000000","Ahorro","2"
36209,"484750.350000000000","Ahorro","2"
36227,"80909.420000000000","Ahorro","2"
36231,"96204.030000000000","Ahorro","2"
36386,"397696.100000000000","Ahorro","2"
36557,"239020.910000000000","Ahorro","2"
36587,"144419.470000000000","Ahorro","2"
36591,"55574.130000000000","Ahorro","2"
36593,"89784.670000000000","Ahorro","2"
36770,"709841.120000000000","Ahorro","2"
36791,"480122.120000000000","Ahorro","3"
36918,"26606.950000000000","Ahorro","2"
37001,"740313.840000000000","Ahorro","2"
37035,"423158.380000000000","Ahorro","2"
37198,"34074.260000000000","Ahorro","2"
37277,"595373.090000000000","Ahorro","2"
37280,"92091.050000000000","Ahorro","2"
37319,"63797.990000000000","Ahorro","3"
37392,"87409.770000000000","Ahorro","2"
37468,"678562.520000000000","Ahorro","2"
37542,"935165.760000000000","Ahorro","2"
37592,"912838.110000000000","Ahorro","2"
37666,"920823.620000000000","Ahorro","2"
37692,"395008.220000000000","Ahorro","2"
37700,"443257.170000000000","Ahorro","2"
37735,"261965.220000000000","Ahorro","3"
37802,"41067.740000000000","Ahorro","2"
37827,"487280.130000000000","Ahorro","2"
37868,"188448.070000000000","Ahorro","2"
37888,"501891.860000000000","Ahorro","2"
37909,"261835.660000000000","Ahorro","2"
37931,"120959.740000000000","Ahorro","3"
37982,"716930.740000000000","Ahorro","3"
37988,"554608.190000000000","Ahorro","2"
38035,"32171.450000000000","Ahorro","2"
38059,"992624.600000000000","Ahorro","2"
38327,"959917.100000000000","Ahorro","2"
38338,"682320.290000000000","Ahorro","2"
38408,"194129.010000000000","Ahorro","2"
38464,"594914.050000000000","Ahorro","2"
38547,"39794.100000000000","Ahorro","2"
38621,"417864.220000000000","Ahorro","2"
38639,"69946.770000000000","Ahorro","2"
38735,"629007.170000000000","Ahorro","3"
38759,"738575.570000000000","Ahorro","2"
39226,"39793.030000000000","Ahorro","2"
39251,"715037.080000000000","Ahorro","2"
39260,"685026.440000000000","Ahorro","2"
39346,"635894.500000000000","Ahorro","2"
39387,"501646.660000000000","Ahorro","2"
39419,"373502.010000000000","Ahorro","2"
39483,"134034.360000000000","Ahorro","2"
39502,"983659.380000000000","Ahorro","2"
39541,"34576.620000000000","Ahorro","2"
39550,"793612.960000000000","Ahorro","2"
39692,"422457.510000000000","Ahorro","2"
39758,"23836.080000000000","Ahorro","2"
39784,"520962.680000000000","Ahorro","2"
39813,"63644.670000000000","Ahorro","2"
39840,"281824.670000000000","Ahorro","2"
39866,"124793.450000000000","Ahorro","2"
39886,"694571.520000000000","Ahorro","2"
40052,"332678.690000000000","Ahorro","2"
40067,"774711.410000000000","Ahorro","2"
40072,"967888.770000000000","Ahorro","2"
40075,"319726.440000000000","Ahorro","2"
40101,"473000.180000000000","Ahorro","3"
40376,"217425.530000000000","Ahorro","2"
40384,"599059.890000000000","Ahorro","2"
40481,"555534.410000000000","Ahorro","2"
40538,"456549.290000000000","Ahorro","2"
40591,"516720.120000000000","Ahorro","2"
40681,"206519.450000000000","Ahorro","2"
40804,"650338.020000000000","Ahorro","2"
40822,"634933.900000000000","Ahorro","2"
40880,"774356.140000000000","Ahorro","2"
40916,"528775.400000000000","Ahorro","3"
40945,"341605.460000000000","Ahorro","2"
41217,"205775.150000000000","Ahorro","2"
41237,"242924.150000000000","Ahorro","2"
41316,"297429.760000000000","Ahorro","2"
41345,"639461.800000000000","Ahorro","3"
41552,"628397.270000000000","Ahorro","2"
41572,"141325.790000000000","Ahorro","2"
41669,"82639.270000000000","Ahorro","2"
41686,"950068.460000000000","Ahorro","2"
41702,"922435.420000000000","Ahorro","2"
41704,"938660.330000000000","Ahorro","2"
41723,"48342.900000000000","Ahorro","2"
41734,"451456.390000000000","Ahorro","2"
41829,"664294.180000000000","Ahorro","3"
41956,"358592.840000000000","Ahorro","2"
41962,"824267.580000000000","Ahorro","2"
42007,"65964.180000000000","Ahorro","2"
42097,"789166.600000000000","Ahorro","2"
42106,"566441.230000000000","Ahorro","2"
42136,"350354.290000000000","Ahorro","2"
42312,"668920.000000000000","Ahorro","2"
42454,"849076.770000000000","Ahorro","2"
42491,"110675.120000000000","Ahorro","2"
42493,"821223.550000000000","Ahorro","2"
42559,"944382.580000000000","Ahorro","2"
42563,"977501.620000000000","Ahorro","2"
42694,"907606.290000000000","Ahorro","2"
42709,"615831.930000000000","Ahorro","2"
42729,"525354.610000000000","Ahorro","2"
42730,"857327.710000000000","Ahorro","2"
42739,"519415.570000000000","Ahorro","2"
42762,"749312.490000000000","Ahorro","2"
42783,"47755.920000000000","Ahorro","3"
43014,"100634.610000000000","Ahorro","2"
43168,"751247.480000000000","Ahorro","2"
43249,"951242.720000000000","Ahorro","2"
43316,"211420.210000000000","Ahorro","2"
43427,"37176.490000000000","Ahorro","2"
43515,"421836.990000000000","Ahorro","2"
43738,"535353.260000000000","Ahorro","2"
43758,"567640.590000000000","Ahorro","2"
43803,"514197.100000000000","Ahorro","2"
43811,"380737.960000000000","Ahorro","2"
43840,"73983.470000000000","Ahorro","2"
43857,"890342.380000000000","Ahorro","2"
43992,"391882.260000000000","Ahorro","2"
44020,"344578.000000000000","Ahorro","2"
44122,"987438.730000000000","Ahorro","3"
44381,"120177.210000000000","Ahorro","2"
44398,"460682.980000000000","Ahorro","2"
44403,"739753.360000000000","Ahorro","2"
44429,"236608.370000000000","Ahorro","3"
44458,"808789.930000000000","Ahorro","2"
44463,"799908.060000000000","Ahorro","2"
44519,"124120.260000000000","Ahorro","2"
44582,"420278.490000000000","Ahorro","2"
44724,"905842.300000000000","Ahorro","2"
44805,"30899.770000000000","Ahorro","2"
44822,"447168.130000000000","Ahorro","2"
44880,"153354.650000000000","Ahorro","2"
44902,"802391.500000000000","Ahorro","2"
44908,"192416.820000000000","Ahorro","3"
44994,"222056.230000000000","Ahorro","2"
45016,"176755.200000000000","Ahorro","2"
45092,"993541.310000000000","Ahorro","3"
