id_cliente,credit_aprobado,línea_credito_potencial,delegacion,estado_civil,saldo_promedio,tipo_cuenta,total_depositos
22200,0.0,874604.9045,Venustiano Carranza,soltero/a,865945.45,Ahorro,2
22229,1.0,101519.988,Benito Juarez,soltero/a,84599.99,Ahorro,2
22349,1.0,435814.908,Xochimilco,viudo/a,363179.09,Ahorro,2
22350,0.0,610324.2443,Coyoacan,viudo/a,604281.43,Ahorro,2
22425,1.0,1124224.152,Gustavo A. Madero,viudo/a,936853.46,Ahorro,2
22499,0.0,868889.2438,Iztacalco,soltero/a,860286.38,Ahorro,2
22612,0.0,0.0,Azcapotzalco,casado/a,783947.07,Ahorro,2
22705,0.0,351873.2637,Venustiano Carranza,casado/a,348389.37,Ahorro,2
23538,1.0,1035720.3839999998,Tlahuac,viudo/a,863100.32,Ahorro,2
23716,1.0,924627.636,Alvaro Obregon,soltero/a,770523.03,Ahorro,2
23717,1.0,116716.464,Gustavo A. Madero,casado/a,97263.72,Ahorro,2
23978,0.0,352677.31460000004,Cuauhtemoc,casado/a,349185.46,Ahorro,3
24074,1.0,717476.904,Tlahuac,viudo/a,597897.42,Ahorro,2
24185,0.0,802210.1244999999,Alvaro Obregon,viudo/a,794267.45,Ahorro,2
24434,0.0,478443.2418,Coyoacan,viudo/a,473706.18,Ahorro,2
24533,1.0,163264.97999999998,Cuajimalpa,casado/a,136054.15,Ahorro,2
24778,1.0,849913.488,Milpa Alta,viudo/a,708261.24,Ahorro,2
24850,0.0,644008.5725,Benito Juarez,viudo/a,637632.25,Ahorro,2
25007,0.0,787172.2143000001,Alvaro Obregon,viudo/a,779378.43,Ahorro,2
25058,0.0,269122.1255,Tlahuac,soltero/a,266457.55,Ahorro,2
25212,1.0,179203.89599999998,Magdalena Contreras,viudo/a,149336.58,Ahorro,2
25249,1.0,374889.744,Alvaro Obregon,casado/a,312408.12,Ahorro,2
25265,0.0,356703.3564,Benito Juarez,soltero/a,353171.64,Ahorro,2
25423,1.0,845300.904,Milpa Alta,soltero/a,704417.42,Ahorro,2
25472,0.0,49325.3296,Gustavo A. Madero,viudo/a,48836.96,Ahorro,2
25570,1.0,492670.332,Coyoacan,viudo/a,410558.61,Ahorro,2
25582,0.0,140911.6953,Iztapalapa,soltero/a,139516.53,Ahorro,2
25584,1.0,1133317.464,Magdalena Contreras,casado/a,944431.22,Ahorro,2
25930,0.0,0.0,Azcapotzalco,soltero/a,233603.68,Ahorro,2
26065,0.0,616847.4707,Tlahuac,soltero/a,610740.07,Ahorro,2
26235,0.0,94222.0314,Iztapalapa,soltero/a,93289.14,Ahorro,2
26560,1.0,39499.068,Gustavo A. Madero,casado/a,32915.89,Ahorro,2
26791,0.0,902698.7211,Xochimilco,soltero/a,893761.11,Ahorro,2
26872,1.0,805191.4079999999,Milpa Alta,viudo/a,670992.84,Ahorro,2
26927,0.0,91637.1687,Benito Juarez,soltero/a,90729.87,Ahorro,2
27012,1.0,631153.404,Magdalena Contreras,viudo/a,525961.17,Ahorro,3
27031,1.0,722939.7119999999,Iztacalco,casado/a,602449.76,Ahorro,2
27038,1.0,608979.036,Tlahuac,viudo/a,507482.53,Ahorro,3
27116,1.0,916418.436,Miguel Hidalgo,casado/a,763682.03,Ahorro,2
27141,1.0,1051528.572,Xochimilco,soltero/a,876273.81,Ahorro,3
27267,0.0,83369.67229999999,Xochimilco,viudo/a,82544.23,Ahorro,2
27286,1.0,880762.7999999999,Tlahuac,viudo/a,733969.0,Ahorro,2
27420,0.0,832447.4136,Xochimilco,soltero/a,824205.36,Ahorro,2
27496,1.0,440037.624,Azcapotzalco,casado/a,366698.02,Ahorro,2
27718,1.0,233771.448,Tlahuac,viudo/a,194809.54,Ahorro,2
27858,1.0,1186781.3639999998,Tlahuac,casado/a,988984.47,Ahorro,3
27923,0.0,5558.3027,Benito Juarez,viudo/a,5503.27,Ahorro,2
27945,0.0,230445.6804,Benito Juarez,soltero/a,228164.04,Ahorro,2
28052,0.0,318436.1936,Iztapalapa,casado/a,315283.36,Ahorro,2
28594,1.0,748082.5079999999,Miguel Hidalgo,viudo/a,623402.09,Ahorro,3
28605,1.0,673725.636,Coyoacan,viudo/a,561438.03,Ahorro,2
28683,1.0,614011.1159999999,Tlahuac,viudo/a,511675.93,Ahorro,2
28907,1.0,243909.648,Iztacalco,viudo/a,203258.04,Ahorro,2
29250,0.0,34917.4069,Gustavo A. Madero,casado/a,34571.69,Ahorro,2
29267,0.0,411923.7732,Cuajimalpa,viudo/a,407845.32,Ahorro,2
29386,0.0,365161.4701,Gustavo A. Madero,casado/a,361546.01,Ahorro,2
29462,0.0,1008789.6261,Magdalena Contreras,casado/a,998801.61,Ahorro,2
29529,1.0,852928.896,Gustavo A. Madero,soltero/a,710774.08,Ahorro,2
29570,1.0,244229.592,Iztapalapa,soltero/a,203524.66,Ahorro,2
29810,1.0,1182637.788,Cuauhtemoc,soltero/a,985531.49,Ahorro,3
29928,1.0,922485.264,Tlahuac,casado/a,768737.72,Ahorro,2
30146,0.0,297839.61710000003,Miguel Hidalgo,viudo/a,294890.71,Ahorro,2
30190,1.0,842190.4079999999,Magdalena Contreras,viudo/a,701825.34,Ahorro,2
30684,1.0,1052640.528,Tlahuac,soltero/a,877200.44,Ahorro,2
30794,1.0,178183.776,Milpa Alta,viudo/a,148486.48,Ahorro,2
31065,0.0,214647.6341,Iztacalco,soltero/a,212522.41,Ahorro,2
31312,0.0,683038.5075,Alvaro Obregon,casado/a,676275.75,Ahorro,2
31324,1.0,211286.688,Cuajimalpa,casado/a,176072.24,Ahorro,2
31522,1.0,331767.816,Gustavo A. Madero,casado/a,276473.18,Ahorro,2
31832,0.0,193648.0676,Gustavo A. Madero,casado/a,191730.76,Ahorro,2
32517,0.0,740707.9723,Gustavo A. Madero,soltero/a,733374.23,Ahorro,2
32658,1.0,609349.38,Xochimilco,casado/a,507791.15,Ahorro,2
32688,0.0,513712.4923,Venustiano Carranza,soltero/a,508626.23,Ahorro,2
32767,0.0,734519.5508,Tlahuac,soltero/a,727247.08,Ahorro,2
32782,1.0,428675.64,Iztapalapa,soltero/a,357229.7,Ahorro,2
33001,0.0,350620.288,Alvaro Obregon,casado/a,347148.8,Ahorro,2
33057,1.0,82818.37199999999,Coyoacan,viudo/a,69015.31,Ahorro,3
33176,0.0,265836.3329,Azcapotzalco,soltero/a,263204.29,Ahorro,2
33299,1.0,710245.3439999999,Alvaro Obregon,viudo/a,591871.12,Ahorro,3
33374,0.0,550474.3309,Iztacalco,casado/a,545024.09,Ahorro,2
33426,1.0,370696.056,Alvaro Obregon,soltero/a,308913.38,Ahorro,2
34020,0.0,4134.738,Xochimilco,viudo/a,4093.8,Ahorro,2
34177,0.0,350514.6016,Milpa Alta,soltero/a,347044.16,Ahorro,2
34609,1.0,977682.144,Gustavo A. Madero,soltero/a,814735.12,Ahorro,4
34653,1.0,310290.84,Venustiano Carranza,soltero/a,258575.7,Ahorro,2
34773,1.0,1115676.66,Coyoacan,casado/a,929730.55,Ahorro,3
34841,0.0,419613.5597,Gustavo A. Madero,soltero/a,415458.97,Ahorro,2
34999,0.0,705368.3753000001,Cuajimalpa,casado/a,698384.53,Ahorro,2
35022,0.0,949596.1521,Iztacalco,viudo/a,940194.21,Ahorro,2
35179,0.0,0.0,Iztacalco,soltero/a,43814.41,Ahorro,2
35247,0.0,0.0,Xochimilco,soltero/a,289707.76,Ahorro,2
35251,0.0,707152.1565,Tlalpan,casado/a,700150.65,Ahorro,2
35389,0.0,986775.5247,Alvaro Obregon,viudo/a,977005.47,Ahorro,2
35397,0.0,772699.6819,Iztacalco,viudo/a,765049.19,Ahorro,2
35461,0.0,514046.9841,Tlalpan,casado/a,508957.41,Ahorro,2
35625,0.0,490734.5479,Miguel Hidalgo,viudo/a,485875.79,Ahorro,2
35849,0.0,915817.4293,Gustavo A. Madero,viudo/a,906749.93,Ahorro,2
36018,1.0,350935.644,Venustiano Carranza,viudo/a,292446.37,Ahorro,2
36103,1.0,80876.328,Cuauhtemoc,soltero/a,67396.94,Ahorro,2
36227,1.0,97091.304,Tlahuac,viudo/a,80909.42,Ahorro,2
36386,1.0,477235.32,Magdalena Contreras,casado/a,397696.1,Ahorro,2
36591,0.0,0.0,Milpa Alta,soltero/a,55574.13,Ahorro,2
36593,1.0,107741.604,Tlahuac,casado/a,89784.67,Ahorro,2
36791,1.0,576146.544,Venustiano Carranza,soltero/a,480122.12,Ahorro,3
37001,1.0,888376.6079999999,Azcapotzalco,casado/a,740313.84,Ahorro,2
37035,1.0,507790.056,Alvaro Obregon,casado/a,423158.38,Ahorro,2
37198,0.0,34415.0026,Milpa Alta,casado/a,34074.26,Ahorro,2
37319,1.0,76557.58799999999,Azcapotzalco,casado/a,63797.99,Ahorro,3
37392,0.0,88283.8677,Iztapalapa,casado/a,87409.77,Ahorro,2
37542,1.0,1122198.912,Magdalena Contreras,casado/a,935165.76,Ahorro,2
37666,1.0,1104988.344,Tlahuac,casado/a,920823.62,Ahorro,2
37692,1.0,0.0,Miguel Hidalgo,casado/a,395008.22,Ahorro,2
37735,1.0,314358.264,Tlalpan,soltero/a,261965.22,Ahorro,3
37802,0.0,41478.4174,Gustavo A. Madero,casado/a,41067.74,Ahorro,2
37868,0.0,190332.5507,Gustavo A. Madero,casado/a,188448.07,Ahorro,2
37888,0.0,506910.7786,Iztacalco,casado/a,501891.86,Ahorro,2
37931,1.0,145151.688,Magdalena Contreras,casado/a,120959.74,Ahorro,3
37982,1.0,860316.8879999999,Tlahuac,casado/a,716930.74,Ahorro,3
37988,1.0,665529.8279999999,Cuauhtemoc,viudo/a,554608.19,Ahorro,2
38338,0.0,689143.4929000001,Coyoacan,casado/a,682320.29,Ahorro,2
38408,0.0,196070.3001,Miguel Hidalgo,casado/a,194129.01,Ahorro,2
38464,0.0,600863.1905,Tlalpan,casado/a,594914.05,Ahorro,2
38621,0.0,422042.8622,Miguel Hidalgo,viudo/a,417864.22,Ahorro,2
38735,1.0,754808.604,Venustiano Carranza,viudo/a,629007.17,Ahorro,3
39251,0.0,722187.4508,Tlahuac,casado/a,715037.08,Ahorro,2
39260,0.0,691876.7043999999,Tlahuac,casado/a,685026.44,Ahorro,2
39419,0.0,377237.0301,Gustavo A. Madero,soltero/a,373502.01,Ahorro,2
39550,1.0,952335.552,Miguel Hidalgo,casado/a,793612.96,Ahorro,2
39886,0.0,701517.2352,Azcapotzalco,viudo/a,694571.52,Ahorro,2
40067,0.0,782458.5241,Iztapalapa,casado/a,774711.41,Ahorro,2
40072,0.0,977567.6577,Venustiano Carranza,casado/a,967888.77,Ahorro,2
40101,1.0,567600.216,Benito Juarez,soltero/a,473000.18,Ahorro,3
40384,1.0,718871.868,Iztapalapa,soltero/a,599059.89,Ahorro,2
40591,0.0,521887.3212,Tlahuac,casado/a,516720.12,Ahorro,2
40804,1.0,780405.624,Venustiano Carranza,casado/a,650338.02,Ahorro,2
40880,1.0,929227.368,Alvaro Obregon,soltero/a,774356.14,Ahorro,2
40945,0.0,345021.51460000005,Magdalena Contreras,casado/a,341605.46,Ahorro,2
41217,1.0,246930.18,Tlalpan,casado/a,205775.15,Ahorro,2
41686,1.0,0.0,Coyoacan,viudo/a,950068.46,Ahorro,2
41723,1.0,58011.48,Gustavo A. Madero,casado/a,48342.9,Ahorro,2
41734,0.0,455970.9539,Venustiano Carranza,soltero/a,451456.39,Ahorro,2
41956,1.0,430311.408,Tlalpan,soltero/a,358592.84,Ahorro,2
42136,1.0,420425.148,Milpa Alta,soltero/a,350354.29,Ahorro,2
42454,1.0,1018892.124,Benito Juarez,viudo/a,849076.77,Ahorro,2
42559,1.0,1133259.096,Iztacalco,soltero/a,944382.58,Ahorro,2
42709,0.0,621990.2493,Iztapalapa,soltero/a,615831.93,Ahorro,2
42739,0.0,0.0,Tlalpan,soltero/a,519415.57,Ahorro,2
43840,0.0,74723.30470000001,Tlalpan,viudo/a,73983.47,Ahorro,2
43857,0.0,899245.8038,Milpa Alta,viudo/a,890342.38,Ahorro,2
44020,0.0,348023.78,Gustavo A. Madero,casado/a,344578.0,Ahorro,2
44122,1.0,1184926.476,Tlahuac,soltero/a,987438.73,Ahorro,3
44398,1.0,552819.576,Venustiano Carranza,viudo/a,460682.98,Ahorro,2
44403,0.0,747150.8936,Venustiano Carranza,soltero/a,739753.36,Ahorro,2
44458,0.0,816877.8293000001,Miguel Hidalgo,casado/a,808789.93,Ahorro,2
44463,0.0,807907.1406,Iztapalapa,casado/a,799908.06,Ahorro,2
44724,1.0,1087010.76,Cuauhtemoc,viudo/a,905842.3,Ahorro,2
44805,0.0,0.0,Tlalpan,viudo/a,30899.77,Ahorro,2
44822,1.0,536601.7559999999,Gustavo A. Madero,soltero/a,447168.13,Ahorro,2
44908,0.0,194340.9882,Venustiano Carranza,casado/a,192416.82,Ahorro,3
45187,1.0,986147.148,Iztapalapa,soltero/a,821789.29,Ahorro,2
45510,0.0,257875.3614,Venustiano Carranza,viudo/a,255322.14,Ahorro,2
45557,0.0,419070.614,Coyoacan,casado/a,414921.4,Ahorro,2
45623,0.0,557526.262,Cuajimalpa,soltero/a,552006.2,Ahorro,2
45705,0.0,422144.2662,Milpa Alta,viudo/a,417964.62,Ahorro,2
45803,0.0,764054.4859,Xochimilco,soltero/a,756489.59,Ahorro,2
